Date,S&P500,AAL,ALGT,ALk,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,GOOG,IBM,MSFT,FB
15-01-2016,0.029256289,0.601254246,0.572480314,0.589071526,0.575619731,0.445906724,0.374823173,0.594820384,0.623639275,0.612584052,0.149122169,0.114991889,0.60576036,0.461365823,0.061437314,0.058688123,0.130777847,0.270415684,0.000186478,0.015211256,0.028894394,0.074450112,0.404450585,0.034110357,0.018876803
19-01-2016,0.029827143,0.60327737,0.556579844,0.567162292,0.608824167,0.426166062,0.370815582,0.577276525,0.612752753,0.591214879,0.157864355,0.122783426,0.591705037,0.462976812,0.069457847,0.063291138,0.124013585,0.29095358,0.015619895,0.014158359,0.030304513,0.081021313,0.382427208,0.031811378,0.020238565
20-01-2016,0.017268346,0.607323496,0.604776305,0.568596838,0.602683616,0.427133761,0.36374347,0.554720134,0.578538133,0.548080728,0.135683827,0.095378804,0.583870935,0.465105545,0.041385982,0.045109297,0.122322435,0.274816564,0.025924361,0.014449582,0.02941582,0.078031164,0.310736453,0.033041062,0.015965444
21-01-2016,0.022782819,0.622091855,0.568706256,0.639671396,0.621560146,0.430810904,0.368458251,0.56641604,0.553654772,0.518401266,0.12051147,0.083019884,0.587096719,0.470398675,0.044433817,0.053624809,0.117812852,0.269437689,0.01990953,0.013351871,0.030481611,0.085318619,0.322780535,0.031383657,0.015073286
22-01-2016,0.044423929,0.629577167,0.583307512,0.642931699,0.627018368,0.444164901,0.356671358,0.59732665,0.579056536,0.537396082,0.158153308,0.105319723,0.610368655,0.460790488,0.057427048,0.063521241,0.125140868,0.313447417,0.023779544,0.024821911,0.037486309,0.102024205,0.318077575,0.041060737,0.032823088
25-01-2016,0.027401012,0.603681983,0.573903379,0.602895183,0.608369311,0.444939064,0.337812353,0.547201337,0.552617965,0.490304749,0.116682274,0.088393312,0.579032248,0.483976719,0.051812707,0.053624809,0.113303269,0.307090401,0.019349997,0.020386237,0.037535507,0.089866517,0.313259979,0.038387512,0.028456071
26-01-2016,0.042557224,0.61905722,0.593763504,0.62297866,0.612235629,0.459067127,0.341819849,0.57059315,0.56454119,0.521567076,0.140741243,0.102095623,0.592857087,0.518151984,0.12848897,0.065822806,0.122886133,0.309535535,0.022054347,0.021618353,0.039083353,0.091093023,0.319109876,0.040419147,0.030005629
27-01-2016,0.030751924,0.620068751,0.570871733,0.605894609,0.580623165,0.530481934,0.316360207,0.545530493,0.560912419,0.512069648,0.135467087,0.098871577,0.599999991,0.494332872,0.144209279,0.040966604,0.114430665,0.315892356,0.014454231,0.00689996,0.033213299,0.07940985,0.300412962,0.035340036,0.016435011
28-01-2016,0.036694538,0.588711277,0.535420417,0.586984893,0.54605414,0.506483443,0.290428996,0.545530493,0.552099562,0.485951721,0.159598269,0.093498095,0.608064461,0.446522064,0.145973684,0.014039148,0.09639239,0.267970745,0.010024684,0.008400914,0.050265946,0.107136177,0.314865841,0.039831054,0.085274246
29-01-2016,0.063456196,0.605907372,0.58306007,0.610850334,0.57084377,0.514418415,0.32413951,0.57978279,0.576982871,0.491096122,0.192110369,0.112573834,0.63824884,0.470111028,0.180782877,0.047871069,0.112739572,0.294865462,0.027649558,0.015681707,0.034410272,0.117870373,0.344345079,0.056030792,0.09983096
01-02-2016,0.06296527,0.613797297,0.621295504,0.609415788,0.591767082,0.520418048,0.340405469,0.569757728,0.553136369,0.489117531,0.17831076,0.108006397,0.631566789,0.501352042,0.179660018,0.049712312,0.09470124,0.297310597,0.031053274,0.013643094,0.030412737,0.125972494,0.344803911,0.053999136,0.113354612
02-02-2016,0.042214725,0.566255279,0.585287386,0.579029742,0.55537868,0.49293591,0.297029703,0.512113617,0.510108891,0.453502216,0.120872737,0.07549702,0.60599082,0.477187697,0.164260611,0.041887226,0.09301009,0.260146687,0.021681325,0.009274627,0.022965314,0.137297594,0.323124627,0.044856711,0.111100691
03-02-2016,0.047637842,0.57596596,0.581080197,0.57003128,0.559699763,0.487129853,0.30575198,0.498746867,0.519440203,0.442026118,0.127953121,0.07066091,0.577649714,0.492952066,0.175970509,0.033601817,0.066516347,0.300733579,0.016412537,0.013463875,0.016068841,0.103546163,0.343542143,0.040365693,0.102084919
